Date,Open,High,Low,Close,Adj Close,Volume
21/10/2021,4161.713379,4366.088379,4032.483887,4054.322754,4054.322754,28220661820
22/10/2021,4055.686523,4162.975586,3908.340332,3970.181885,3970.181885,19432937968
23/10/2021,3971.356445,4171.663574,3944.631836,4171.663574,4171.663574,14781537792
24/10/2021,4171.855957,4185.729492,3967.120361,4087.903076,4087.903076,14978083638
25/10/2021,4084.425781,4236.666992,4072.034668,4217.876953,4217.876953,15995727040
26/10/2021,4217.337891,4289.131348,4106.82373,4131.102051,4131.102051,17157714562
27/10/2021,4132.17334,4299.152832,3930.257324,3930.257324,3930.257324,26219530404
28/10/2021,3924.81543,4293.150879,3905.706055,4287.318848,4287.318848,25958154575
29/10/2021,4288.686523,4455.735352,4271.70752,4414.746582,4414.746582,22967641914
30/10/2021,4414.243652,4426.848633,4252.494141,4325.650391,4325.650391,14615490626
31/10/2021,4322.744141,4394.449707,4179.016113,4288.074219,4288.074219,17498160238
01/11/2021,4288.217285,4377.322266,4160.966797,4324.626953,4324.626953,17985288261
02/11/2021,4322.500977,4599.948242,4288.686523,4584.798828,4584.798828,20794448222
03/11/2021,4589.68457,4664.910156,4462.976074,4607.193848,4607.193848,21220463155
04/11/2021,4604.678711,4606.516113,4426.622559,4537.324219,4537.324219,18415244464
05/11/2021,4537.42334,4570.895996,4447.487305,4486.243164,4486.243164,15086003586
06/11/2021,4482.647949,4530.99707,4334.973633,4521.581055,4521.581055,14429076700
07/11/2021,4523.981934,4640.921875,4510.984375,4620.554688,4620.554688,13541376033
08/11/2021,4619.649414,4822.363281,4619.649414,4812.087402,4812.087402,19290896267
09/11/2021,4810.071289,4837.589355,4718.039063,4735.068848,4735.068848,20834172627
10/11/2021,4733.362793,4859.50293,4485.093262,4636.174316,4636.174316,22748160545
11/11/2021,4635.453613,4778.059082,4580.990234,4730.384277,4730.384277,17933201129
12/11/2021,4724.306641,4808.73877,4510.92041,4667.115234,4667.115234,18316060208
13/11/2021,4666.719238,4702.115234,4582.180664,4651.460449,4651.460449,14457436261
14/11/2021,4648.632813,4689.842773,4516.935547,4626.358887,4626.358887,12172962219
15/11/2021,4627.09082,4764.63623,4546.599121,4557.503906,4557.503906,16275851299
16/11/2021,4570.478027,4891.70459,4144.334961,4216.365234,4216.365234,27417502801
17/11/2021,4213.910645,4300.306641,4107.125977,4287.59375,4287.59375,22183461850
18/11/2021,4287.802246,4343.557129,3959.227783,4000.650879,4000.650879,21383250893
19/11/2021,3995.729492,4311.713867,3982.91748,4298.306641,4298.306641,20626269711
20/11/2021,4298.350586,4434.388184,4209.242676,4409.931152,4409.931152,15448261277
21/11/2021,4411.071289,4414.897461,4308.393066,4380.97998,4380.97998,14316200960
